출생년도,예측 교원 수,SSM,학급 수
2023,705.131,9978.0,498.0
2024,665.819,9414.0,470.0
2025,647.5669999999999,9156.0,457.0
2026,629.3149999999999,8895.0,444.0
2027,604.0429999999999,8534.0,426.0
2028,578.771,8173.0,408.0
2029,557.7109999999999,7861.0,393.0
2030,542.2669999999999,7651.0,382.0
2031,531.035,7490.0,374.0
2032,512.783,7230.0,361.0
2033,502.955,7099.0,354.0
2034,487.51099999999997,6868.0,343.0
2035,469.259,6607.0,330.0
