출생년도,예측 교원 수,SSM,학급 수
2023,588.5989999999999,9978.0,415.0
2024,556.3069999999999,9414.0,392.0
2025,540.8629999999999,9156.0,381.0
2026,525.419,8895.0,370.0
2027,504.359,8534.0,355.0
2028,483.299,8173.0,340.0
2029,465.04699999999997,7861.0,327.0
2030,452.411,7651.0,318.0
2031,443.987,7490.0,312.0
2032,428.543,7230.0,301.0
2033,420.11899999999997,7099.0,295.0
2034,407.483,6868.0,286.0
2035,392.039,6607.0,275.0
