출생년도,예측 교원 수,SSM,학급 수
2023,566.1349999999999,9978.0,399.0
2024,533.843,9414.0,376.0
2025,519.8029999999999,9156.0,366.0
2026,504.359,8895.0,355.0
2027,484.703,8534.0,341.0
2028,463.643,8173.0,326.0
2029,446.795,7861.0,314.0
2030,435.563,7651.0,306.0
2031,425.735,7490.0,299.0
2032,411.695,7230.0,289.0
2033,403.271,7099.0,283.0
2034,390.635,6868.0,274.0
2035,376.59499999999997,6607.0,264.0
