출생년도,예측 교원 수,SSM,학급 수
2023,316.223,9978.0,221.0
2024,299.375,9414.0,209.0
2025,290.951,9156.0,203.0
2026,282.527,8895.0,197.0
2027,271.295,8534.0,189.0
2028,260.063,8173.0,181.0
2029,250.23499999999999,7861.0,174.0
2030,244.61899999999997,7651.0,170.0
2031,239.003,7490.0,166.0
2032,230.57899999999998,7230.0,160.0
2033,226.367,7099.0,157.0
2034,219.34699999999998,6868.0,152.0
2035,210.92299999999997,6607.0,146.0
