출생년도,예측 교원 수,SSM,학급 수
2023,309.20300000000003,9978.0,216.0
2024,292.355,9414.0,204.0
2025,285.335,9156.0,199.0
2026,276.911,8895.0,193.0
2027,265.67900000000003,8534.0,185.0
2028,254.44699999999997,8173.0,177.0
2029,244.61899999999997,7861.0,170.0
2030,239.003,7651.0,166.0
2031,233.38699999999997,7490.0,162.0
2032,226.367,7230.0,157.0
2033,222.15499999999997,7099.0,154.0
2034,215.135,6868.0,149.0
2035,206.71099999999998,6607.0,143.0
