출생년도,예측 교원 수,SSM,학급 수
2023,456.623,9978.0,321.0
2024,431.351,9414.0,303.0
2025,420.11899999999997,9156.0,295.0
2026,407.483,8895.0,286.0
2027,392.039,8534.0,275.0
2028,375.191,8173.0,263.0
2029,361.151,7861.0,253.0
2030,351.323,7651.0,246.0
2031,344.303,7490.0,241.0
2032,333.071,7230.0,233.0
2033,327.455,7099.0,229.0
2034,316.223,6868.0,221.0
2035,304.991,6607.0,213.0
