출생년도,예측 교원 수,SSM,학급 수
2023,285.335,9978.0,199.0
2024,269.891,9414.0,188.0
2025,262.871,9156.0,183.0
2026,254.44699999999997,8895.0,177.0
2027,244.61899999999997,8534.0,170.0
2028,234.79099999999997,8173.0,163.0
2029,226.367,7861.0,157.0
2030,220.75099999999998,7651.0,153.0
2031,215.135,7490.0,149.0
2032,208.11499999999998,7230.0,144.0
2033,203.903,7099.0,141.0
2034,198.28699999999998,6868.0,137.0
2035,191.26699999999997,6607.0,132.0
