출생년도,예측 교원 수,SSM,학급 수
2023,524.015,9978.0,369.0
2024,494.531,9414.0,348.0
2025,481.895,9156.0,339.0
2026,467.855,8895.0,329.0
2027,449.603,8534.0,316.0
2028,429.947,8173.0,302.0
2029,414.503,7861.0,291.0
2030,403.271,7651.0,283.0
2031,394.847,7490.0,277.0
2032,380.807,7230.0,267.0
2033,373.787,7099.0,262.0
2034,362.555,6868.0,254.0
2035,348.515,6607.0,244.0
