출생년도,예측 교원 수,SSM,학급 수
2023,296.567,9978.0,207.0
2024,281.123,9414.0,196.0
2025,272.699,9156.0,190.0
2026,265.67900000000003,8895.0,185.0
2027,254.44699999999997,8534.0,177.0
2028,244.61899999999997,8173.0,170.0
2029,234.79099999999997,7861.0,163.0
2030,229.17499999999998,7651.0,159.0
2031,224.963,7490.0,156.0
2032,216.539,7230.0,150.0
2033,212.32699999999997,7099.0,147.0
2034,206.71099999999998,6868.0,143.0
2035,198.28699999999998,6607.0,137.0
