출생년도,예측 교원 수,SSM,학급 수
2023,472.067,9978.0,332.0
2024,445.391,9414.0,313.0
2025,434.159,9156.0,305.0
2026,421.52299999999997,8895.0,296.0
2027,404.675,8534.0,284.0
2028,387.827,8173.0,272.0
2029,373.787,7861.0,262.0
2030,363.959,7651.0,255.0
2031,355.535,7490.0,249.0
2032,344.303,7230.0,241.0
2033,337.283,7099.0,236.0
2034,326.051,6868.0,228.0
2035,314.819,6607.0,220.0
