출생년도,예측 교원 수,SSM,학급 수
2023,543.6709999999999,9978.0,383.0
2024,514.187,9414.0,362.0
2025,500.147,9156.0,352.0
2026,486.10699999999997,8895.0,342.0
2027,466.45099999999996,8534.0,328.0
2028,446.795,8173.0,314.0
2029,429.947,7861.0,302.0
2030,418.715,7651.0,294.0
2031,410.291,7490.0,288.0
2032,396.251,7230.0,278.0
2033,389.231,7099.0,273.0
2034,376.59499999999997,6868.0,264.0
2035,362.555,6607.0,254.0
