출생년도,예측 교원 수,SSM,학급 수
2023,613.871,9978.0,433.0
2024,580.175,9414.0,409.0
2025,564.7309999999999,9156.0,398.0
2026,547.8829999999999,8895.0,386.0
2027,526.823,8534.0,371.0
2028,504.359,8173.0,355.0
2029,484.703,7861.0,341.0
2030,472.067,7651.0,332.0
2031,462.239,7490.0,325.0
2032,446.795,7230.0,314.0
2033,438.371,7099.0,308.0
2034,424.331,6868.0,298.0
2035,408.887,6607.0,287.0
