출생년도,예측 교원 수,SSM,학급 수
2023,323.243,9978.0,226.0
2024,304.991,9414.0,213.0
2025,297.971,9156.0,208.0
2026,289.547,8895.0,202.0
2027,276.911,8534.0,193.0
2028,265.67900000000003,8173.0,185.0
2029,255.85099999999997,7861.0,178.0
2030,248.831,7651.0,173.0
2031,244.61899999999997,7490.0,170.0
2032,236.19499999999996,7230.0,164.0
2033,231.98299999999998,7099.0,161.0
2034,224.963,6868.0,156.0
2035,216.539,6607.0,150.0
