출생년도,예측 교원 수,SSM,학급 수
2023,442.58299999999997,9978.0,311.0
2024,418.715,9414.0,294.0
2025,407.483,9156.0,286.0
2026,394.847,8895.0,277.0
2027,379.403,8534.0,266.0
2028,363.959,8173.0,255.0
2029,349.919,7861.0,245.0
2030,341.495,7651.0,239.0
2031,334.475,7490.0,234.0
2032,321.839,7230.0,225.0
2033,316.223,7099.0,221.0
2034,306.395,6868.0,214.0
2035,295.163,6607.0,206.0
