출생년도,예측 교원 수,ARIMA,학급 수
2023,316.223,9539.0,221.0
2024,297.971,8978.0,208.0
2025,279.719,8417.0,195.0
2026,261.467,7856.0,182.0
2027,243.21499999999997,7295.0,169.0
2028,224.963,6734.0,156.0
2029,206.71099999999998,6173.0,143.0
2030,188.45899999999997,5612.0,130.0
2031,170.207,5051.0,117.0
2032,151.95499999999998,4490.0,104.0
2033,133.703,3929.0,91.0
2034,121.06699999999998,3530.0,82.0
2035,104.219,3017.0,70.0
