출생년도,예측 교원 수,ARIMA,학급 수
2023,302.183,9539.0,211.0
2024,285.335,8978.0,199.0
2025,268.487,8417.0,187.0
2026,250.23499999999999,7856.0,174.0
2027,233.38699999999997,7295.0,162.0
2028,215.135,6734.0,149.0
2029,198.28699999999998,6173.0,137.0
2030,180.035,5612.0,124.0
2031,163.18699999999998,5051.0,112.0
2032,144.93499999999997,4490.0,99.0
2033,128.087,3929.0,87.0
2034,115.451,3530.0,78.0
2035,100.007,3017.0,67.0
