출생년도,예측 교원 수,ARIMA,학급 수
2023,424.331,9539.0,298.0
2024,399.059,8978.0,280.0
2025,375.191,8417.0,263.0
2026,349.919,7856.0,245.0
2027,324.647,7295.0,227.0
2028,300.779,6734.0,210.0
2029,275.507,6173.0,192.0
2030,251.63899999999998,5612.0,175.0
2031,226.367,5051.0,157.0
2032,202.499,4490.0,140.0
2033,177.22699999999998,3929.0,122.0
2034,160.379,3530.0,110.0
2035,137.915,3017.0,94.0
