출생년도,예측 교원 수,ARIMA,학급 수
2023,451.007,9539.0,317.0
2024,425.735,8978.0,299.0
2025,399.059,8417.0,280.0
2026,372.383,7856.0,261.0
2027,347.111,7295.0,243.0
2028,320.435,6734.0,224.0
2029,293.759,6173.0,205.0
2030,268.487,5612.0,187.0
2031,241.81099999999998,5051.0,168.0
2032,215.135,4490.0,149.0
2033,188.45899999999997,3929.0,130.0
2034,170.207,3530.0,117.0
2035,146.33899999999997,3017.0,100.0
