출생년도,예측 교원 수,ARIMA,학급 수
2023,272.699,9539.0,190.0
2024,257.255,8978.0,179.0
2025,241.81099999999998,8417.0,168.0
2026,226.367,7856.0,157.0
2027,209.51899999999998,7295.0,145.0
2028,194.075,6734.0,134.0
2029,178.63099999999997,6173.0,123.0
2030,163.18699999999998,5612.0,112.0
2031,147.743,5051.0,101.0
2032,130.89499999999998,4490.0,89.0
2033,115.451,3929.0,78.0
2034,104.219,3530.0,70.0
2035,90.179,3017.0,60.0
