출생년도,예측 교원 수,ARIMA,학급 수
2023,289.547,9539.0,202.0
2024,274.103,8978.0,191.0
2025,257.255,8417.0,179.0
2026,240.40699999999998,7856.0,167.0
2027,223.55899999999997,7295.0,155.0
2028,206.71099999999998,6734.0,143.0
2029,189.86299999999997,6173.0,131.0
2030,173.015,5612.0,119.0
2031,156.16699999999997,5051.0,107.0
2032,139.319,4490.0,95.0
2033,122.471,3929.0,83.0
2034,111.239,3530.0,75.0
2035,95.79499999999999,3017.0,64.0
