출생년도,예측 교원 수,ARIMA,학급 수
2023,296.567,9539.0,207.0
2024,279.719,8978.0,195.0
2025,261.467,8417.0,182.0
2026,244.61899999999997,7856.0,170.0
2027,227.771,7295.0,158.0
2028,210.92299999999997,6734.0,146.0
2029,194.075,6173.0,134.0
2030,177.22699999999998,5612.0,122.0
2031,158.975,5051.0,109.0
2032,142.12699999999998,4490.0,97.0
2033,125.279,3929.0,85.0
2034,112.643,3530.0,76.0
2035,97.19899999999998,3017.0,65.0
