출생년도,예측 교원 수,ARIMA,학급 수
2023,340.091,9539.0,238.0
2024,320.435,8978.0,224.0
2025,300.779,8417.0,210.0
2026,281.123,7856.0,196.0
2027,261.467,7295.0,182.0
2028,241.81099999999998,6734.0,168.0
2029,222.15499999999997,6173.0,154.0
2030,202.499,5612.0,140.0
2031,182.843,5051.0,126.0
2032,163.18699999999998,4490.0,112.0
2033,143.53099999999998,3929.0,98.0
2034,129.49099999999999,3530.0,88.0
2035,111.239,3017.0,75.0
