출생년도,예측 교원 수,ARIMA,학급 수
2023,613.871,9539.0,433.0
2024,578.771,8978.0,408.0
2025,542.2669999999999,8417.0,382.0
2026,507.167,7856.0,357.0
2027,470.663,7295.0,331.0
2028,435.563,6734.0,306.0
2029,399.059,6173.0,280.0
2030,363.959,5612.0,255.0
2031,327.455,5051.0,229.0
2032,292.355,4490.0,204.0
2033,255.85099999999997,3929.0,178.0
2034,230.57899999999998,3530.0,160.0
2035,198.28699999999998,3017.0,137.0
