출생년도,예측 교원 수,ARIMA,학급 수
2023,358.343,9539.0,251.0
2024,337.283,8978.0,236.0
2025,316.223,8417.0,221.0
2026,295.163,7856.0,206.0
2027,274.103,7295.0,191.0
2028,254.44699999999997,6734.0,177.0
2029,233.38699999999997,6173.0,162.0
2030,212.32699999999997,5612.0,147.0
2031,191.26699999999997,5051.0,132.0
2032,171.611,4490.0,118.0
2033,150.551,3929.0,103.0
2034,135.107,3530.0,92.0
2035,116.85499999999999,3017.0,79.0
