예측유형,학교유형,학교명,SIG_KOR_NM,SIG_CD,년2023,년2024,년2025,년2026,년2027,년2028,년2029,년2030,년2031,년2032,년2033,년2034,년2035,년2036,년2037,년2038,년2039,년2040,년2041,년2042
저위,초등학교,대구청림초등학교,수성구,27260,292.5732641,300.2939641,279.9516977,262.4678766,240.627377,217.5266426,197.6282615,179.0474243,163.7832978,150.6239745,141.9189806,135.5204047,131.6008984,132.7534986,135.9676013,140.0290264,143.4306326,146.0922943,148.0191644,148.8526431
저위,초등학교,대구초등학교,중구,27110,315.7279517,311.4764711,289.8786552,270.9996168,247.966243,224.3734676,204.3742022,185.0591808,168.9262118,155.8027437,147.385471,141.4591094,138.2159133,139.7476109,143.21113,147.3542408,150.7957551,153.4562504,155.3478562,156.0479562
저위,초등학교,대구칠곡초등학교,북구,27230,552.0937866,519.3357021,483.9534166,452.8652782,414.636733,374.8018343,341.0775616,309.1904528,282.2308466,259.9846737,245.2843409,234.7873801,228.8471097,231.2040191,236.9379138,243.9054935,249.7177184,254.2375705,257.4788167,258.8183383
저위,초등학교,대구칠성초등학교,북구,27230,1442.655256,1349.787219,1255.842104,1175.111431,1077.089487,973.4357456,885.3526502,803.5914312,733.350497,673.9853253,635.7112474,608.7897241,592.937585,598.7936426,613.4231006,631.5478734,646.6930787,658.4982252,666.9806852,670.6533205
저위,초등학교,대구침산초등학교,북구,27230,1135.117114,1108.909789,1030.816193,960.868511,878.4741875,794.7454446,724.0864788,657.0358675,599.6769449,551.7363431,521.0467958,500.9971201,490.8692713,497.08544,509.6106331,524.2979772,536.4792047,545.8841135,552.5439696,555.0939184
저위,초등학교,대구태암초등학교,북구,27230,485.1294455,466.0836059,433.0960426,404.7796728,370.5842905,335.3718492,305.6296792,276.799868,252.4130077,232.7982675,220.5294978,212.0456561,207.303006,209.6046012,214.7451584,220.9210701,226.0467413,230.0011476,232.8030368,233.8182558
저위,초등학교,대구태전초등학교,북구,27230,249.9233417,223.1521373,208.3367479,195.5217468,179.3209091,161.8835987,147.287504,133.4490013,121.6444378,112.2644166,105.7705194,100.9658987,97.96458616,98.78830058,101.1954168,104.219682,106.7559097,108.7382084,110.173532,110.8143909
저위,초등학교,대구태현초등학교,북구,27230,379.2397097,343.0584083,320.2659124,301.7420203,277.4553911,250.3986648,227.2891567,205.9623992,187.9377338,173.0316317,162.9992176,154.9972899,149.5134513,150.3186248,153.8373107,158.5437285,162.5163776,165.6497181,167.9469062,169.0521463
저위,초등학교,대구파동초등학교,수성구,27260,273.7080256,259.8923132,242.3916402,226.5035666,206.9746034,187.2685783,170.5108131,154.3582836,141.1142318,130.1729391,122.8856752,117.7191847,115.0563078,116.3960997,119.3451944,122.8130466,125.6933852,127.9228389,129.5117213,130.1053591
저위,초등학교,대구파호초등학교,달서구,27290,269.829375,233.6817326,218.1799205,204.3232256,187.181414,168.9647659,153.4683731,139.4254199,127.3953608,116.9694165,109.8152399,104.6495601,101.6666621,102.6251196,105.1872417,108.3641858,111.030672,113.1242295,114.6449551,115.372764
저위,초등학교,대구팔공초등학교,동구,27140,334.4991193,343.9842132,317.1783764,295.8470578,271.0807653,245.9498373,224.9673197,203.3422986,184.6827153,170.9049166,163.7149776,159.1713958,156.5878718,158.511862,162.2497307,166.6703459,170.2955649,173.0353461,174.9145641,175.341987
저위,초등학교,대구팔달초등학교,북구,27230,283.8322941,253.6521855,236.8391587,222.6470482,204.3595776,184.4724129,167.6339171,151.9424865,138.5752404,127.7096768,120.3431926,114.6286433,110.987105,111.7832837,114.4797708,117.9361593,120.8421178,123.1228277,124.7826224,125.5492475
저위,초등학교,대구평리초등학교,서구,27170,964.7879812,907.3719848,845.2384508,790.9813001,724.7687449,655.2357918,596.2449672,540.044206,493.3913992,454.4801312,428.4188838,410.3731589,399.4796893,403.4885117,413.315134,425.4965802,435.66843,443.5849491,449.2759455,451.6291431
저위,초등학교,대구포산초등학교,달성군,27710,894.8217222,901.6551969,840.4235717,783.5574807,714.3210364,646.4222014,589.3703161,534.4538793,487.4304171,449.9251035,425.8919875,408.7278841,401.7321947,407.1804116,417.9251558,429.8350842,439.6677527,447.2212542,452.5284057,454.3607743
저위,초등학교,대구하빈초등학교,달성군,27710,67.11960942,64.70183593,59.90523179,55.58157958,50.63644609,45.99845067,42.09635416,37.99765177,34.68762605,32.12696291,30.6384248,29.78168035,29.48160589,29.96447347,30.7269368,31.55316254,32.22519704,32.72958456,33.07218008,33.13021657
저위,초등학교,대구학남초등학교,북구,27230,672.1264528,615.0654174,573.9815847,537.858338,492.6308406,445.3966917,404.6617615,366.4995549,335.5132796,308.6823849,290.6496431,277.395956,269.5862107,272.0934511,278.7774844,287.095591,294.0554767,299.4980633,303.4358254,305.1140308
저위,초등학교,대구학산초등학교,달서구,27290,131.9991255,237.69891,222.2550734,208.0528575,190.3283212,171.9300028,155.9573368,141.6210203,129.8370248,119.028241,111.5792416,106.0978335,103.1108264,104.1277073,106.7720164,110.0123569,112.7304462,114.8689437,116.4261775,117.1614148
저위,초등학교,대구학정초등학교,북구,27230,641.0170445,568.5045139,530.0609019,498.4611963,457.9907867,413.616975,376.4216542,340.4827292,310.1658793,286.686527,270.8044446,258.8004247,250.5570232,252.307805,258.2251272,265.924069,272.38641,277.4341125,281.0912013,282.666239
저위,초등학교,대구한솔초등학교,달서구,27290,998.1946469,919.6619886,857.2262027,804.5306032,737.78283,666.8299424,606.5820384,549.2027803,501.0660049,462.1846493,436.712015,417.4190461,405.5119227,408.9238791,418.8037771,431.2029183,441.5745861,449.6604353,455.487994,457.909297
저위,초등학교,대구한실초등학교,달서구,27290,580.0870716,623.7561559,576.6211669,533.6488762,485.9009605,440.9661403,403.7197648,365.8677452,333.1308399,307.6412738,293.1435016,285.3312998,283.3200372,288.3226789,295.8273237,303.764739,310.2159473,315.0543016,318.3218905,318.9961299
저위,초등학교,대구함지초등학교,북구,27230,407.5700224,358.2617882,334.3626332,314.9965489,289.4594431,261.3365316,237.4006381,215.0159572,196.0143034,180.7545641,170.6809896,162.4748153,157.0099369,157.918497,161.6471758,166.5384204,170.6560175,173.8911728,176.24992,177.3283311
저위,초등학교,대구해서초등학교,동구,27140,442.1591793,411.7928461,384.4892256,358.8174069,327.4296455,296.0810864,269.9005619,244.5009957,223.1463319,206.183402,194.5449006,186.4362375,182.6417733,184.9855666,189.8051733,195.2852839,199.8277775,203.3322318,205.817773,206.7422602
저위,초등학교,대구해안초등학교,동구,27140,113.9727518,98.08455076,91.84950208,85.88971452,78.25420359,70.77046563,64.4719294,58.36478417,53.28482092,49.32298908,46.60769501,44.48616036,43.58181207,44.11891319,45.30048535,46.61167665,47.69780121,48.53634331,49.13161955,49.34542685
저위,초등학교,대구현풍초등학교,달성군,27710,271.3248371,276.8683328,256.368151,238.0908209,217.1678397,196.8661418,179.7535573,163.1244056,148.6672529,136.8864699,130.1184679,125.9270783,124.3874992,126.2879566,129.5367758,133.1205353,136.0585093,138.2921819,139.8319883,140.2754698
저위,초등학교,대구호산초등학교,달서구,27290,326.0991176,306.2997099,284.5888339,266.3619044,244.1225424,220.7894182,200.6659998,182.2388408,166.3854314,152.6482283,144.3098315,138.2030851,134.7307382,136.0335695,139.3528283,143.4563243,146.8809256,149.5496237,151.4621134,152.2685099
저위,초등학교,대구화남초등학교,달성군,27710,479.6838823,428.2110312,399.2070946,375.798328,345.7022568,312.1122122,283.1361297,256.6803806,234.5305739,215.4252452,202.7869824,193.0100024,186.17484,187.2043818,191.5308384,197.4000374,202.3556723,206.2689085,209.1401728,210.5335619
저위,초등학교,대구화동초등학교,달성군,27710,284.0085994,281.6271172,262.3644837,245.3374702,224.5070086,203.1139332,184.7918817,167.3592779,153.0637866,140.9334027,132.9799268,127.3748563,124.2472901,125.583728,128.6941826,132.463117,135.6018131,138.0397139,139.7852637,140.4709027
저위,초등학교,대구화원초등학교,달성군,27710,400.2366911,384.8721727,359.2561111,337.5513114,309.4506283,279.540427,254.081763,230.2636962,210.0262058,193.6267977,182.8669813,174.2812272,169.1670639,170.495275,174.675764,179.8940064,184.2665465,187.6864824,190.1603714,191.2371926
저위,초등학교,대구황금초등학교,수성구,27260,654.8685132,703.5121695,655.7591208,611.8618975,558.9806757,505.4637914,460.5317933,417.5368163,381.1495768,351.4035988,331.4478602,317.9046173,311.1757495,315.0567066,323.1195721,332.4845619,340.2591777,346.2696128,350.541361,352.1965415
저위,초등학교,대구효동초등학교,동구,27140,102.357093,87.77619476,82.21946718,77.01080735,70.15321635,63.4167111,57.77554926,52.36145312,47.68028789,44.1717321,41.86074555,39.89212656,39.09910219,39.55387611,40.62671718,41.80103662,42.77357905,43.52411582,44.05559715,44.2477792
저위,초등학교,대구효명초등학교,남구,27200,411.5363761,388.5703039,362.3963726,339.5130115,311.015163,281.0468474,255.6214753,231.681098,211.5393025,194.8659818,183.7050379,175.5598873,170.7951623,172.4212205,176.6725173,181.9110675,186.2907136,189.7065564,192.1679783,193.2189126
저위,초등학교,대구효목초등학교,동구,27140,412.9131333,371.6795442,346.9344485,326.0643739,299.4785962,270.253281,245.5524099,222.6359599,203.0815049,187.010583,175.9717969,167.6601487,162.1760064,163.3186051,167.2184684,172.2913179,176.5628279,179.9207403,182.3708321,183.5376248
저위,초등학교,대구효신초등학교,동구,27140,185.7118675,186.2083789,173.0336248,161.8544626,148.4073037,134.2794102,122.3669127,110.6771411,100.9969037,93.206113,88.15597168,84.79093065,82.65197792,83.50075603,85.48859112,87.96467424,90.02559165,91.61939517,92.75564689,93.17921268
저위,초등학교,동대구초등학교,동구,27140,627.3227195,631.9739419,583.3143046,538.4393554,490.1918457,444.8792403,407.4351437,369.6636448,336.7103787,310.3089938,295.1965545,288.0506561,286.5087627,291.9102877,299.5099547,307.5164556,314.0163731,318.8842903,322.1605293,322.8586061
저위,초등학교,북대구초등학교,북구,27230,447.4512256,422.68075,393.7552373,370.1470943,340.2639975,307.275332,279.0071062,252.9719473,230.9611296,212.28151,200.021745,190.7660944,184.4613161,185.6734171,190.0103619,195.76895,200.6179235,204.4319936,207.2141988,208.5213603
저위,초등학교,서대구초등학교,서구,27170,145.5190557,145.917126,136.4490338,127.6594959,116.6154584,105.3556761,95.92053307,86.94371761,79.33313608,73.25904385,69.04041098,65.91518967,64.34594385,65.06525699,66.75125211,68.71350047,70.34801158,71.61754332,72.52696701,72.90025742
저위,초등학교,영신초등학교,동구,27140,731.9598024,696.9414942,647.2507448,604.1986421,553.1726862,500.5618824,455.9702166,413.3766429,377.2728921,347.2087513,328.3099954,315.7914716,308.8063934,312.3757785,320.03917,329.2783056,336.9516476,342.8817321,347.0902838,348.6859986
저위,초등학교,효성초등학교,달서구,27290,530.5337402,498.7922559,464.2932104,433.778411,396.9447934,359.0161079,326.90068,296.2859231,270.5412686,249.1809322,235.2302291,225.6705196,220.4153155,222.9010756,228.4410137,235.0923697,240.6256963,244.9134573,247.9714976,249.1733369
중위,초등학교,경북대학교사범대학부설초등학교,중구,27110,534.3291095,497.2916926,463.877643,433.790136,396.8347855,358.7154136,326.4392939,299.1322333,279.1582335,266.3762805,261.296997,260.9855945,265.5962133,275.2462809,286.0897757,295.7344245,303.9783988,310.7326011,316.0050856,318.9859166
중위,초등학교,계성초등학교,중구,27110,733.857665,691.5618716,644.3612298,600.2686908,547.8098368,495.5522703,451.7077975,414.4647531,387.2795735,370.6199226,364.6392139,365.5838639,373.2533192,387.0649903,402.0670917,415.3418776,426.6246993,435.8109531,442.9291805,446.7915161
중위,초등학교,남대구초등학교,남구,27200,140.5113657,168.0463534,155.4458054,144.7074079,132.2346922,120.0202088,109.7274673,100.7347836,94.49457997,91.179454,90.5058436,91.17660128,93.11470589,96.43371615,100.0291083,103.1815297,105.8361931,107.9791749,109.62413,110.3614614
중위,초등학교,대구가창초등학교,달성군,27710,169.4778554,164.139716,152.5379298,143.1842293,131.554962,118.8881371,108.0872769,99.04354188,92.25300935,87.86105886,86.2996876,86.04742626,87.21807826,90.26327313,93.84194714,97.03540711,99.77306524,102.0240497,103.791303,104.8196172
중위,초등학교,대구감삼초등학교,달서구,27290,227.1705981,227.9917101,211.8025997,198.531494,182.2810726,164.9261738,150.0339108,137.3871165,128.295571,122.3909274,120.2638374,120.1052549,121.8558571,126.0913921,131.0476438,135.4598032,139.2357238,142.3345806,144.7602742,146.1050563
중위,초등학교,대구감천초등학교,달서구,27290,310.7129378,271.0035869,253.3932868,238.0546193,218.2932118,196.9064434,178.7081464,163.6882729,152.1481075,144.3504972,140.9572259,140.0079521,141.9416496,147.0724557,153.0368057,158.384267,162.9911362,166.7957771,169.7957744,171.6602479
중위,초등학교,대구강동초등학교,동구,27140,1064.053482,987.7555149,922.1775804,866.9584136,795.5197609,718.4532214,652.3604352,597.227785,556.0872722,528.8015159,517.2769033,514.1367572,520.9542481,539.4632629,561.1354975,580.531161,597.2199446,610.9901403,621.8359435,628.2621794
중위,초등학교,대구강림초등학교,달성군,27710,851.8049478,817.5501622,760.2369976,708.4861796,646.3946774,585.4410975,534.4340196,490.6845838,458.9705481,441.364928,436.1327242,437.8806496,447.2713015,463.7309072,481.3784283,496.9255493,510.0794201,520.7459708,528.9755954,533.0816646
중위,초등학교,대구강북초등학교,북구,27230,835.451606,747.8756404,697.6242521,656.9623931,604.2571501,545.4560329,495.1638097,452.8634187,421.4040755,400.1862463,391.1416711,388.2437579,392.541691,406.1684106,422.5955261,437.334444,450.0451738,460.5648413,468.8779619,473.9108872
중위,초등학교,대구경동초등학교,수성구,27260,1881.035954,1785.880682,1671.395478,1578.604302,1452.430776,1309.55071,1186.754029,1084.767151,1007.458671,953.956077,928.8996706,918.2237438,926.6178293,958.9955779,998.499394,1034.107238,1064.965202,1090.626817,1111.016977,1123.881647
중위,초등학교,대구경운초등학교,서구,27170,513.8380289,463.8273954,434.0551189,408.0317866,374.0217495,337.6736956,306.9375114,280.7469522,261.5264964,249.2427482,243.6672934,242.0446161,245.4543146,254.2611675,264.4494011,273.5608642,281.3936239,287.8570153,292.9416654,295.9086119
중위,초등학교,대구경진초등학교,북구,27230,96.65187396,84.29310361,78.98880763,74.39187348,68.24458202,61.62500611,55.87279474,51.06445379,47.58084848,45.15273656,43.96697428,43.56467163,44.08860386,45.65691678,47.51649077,49.18625231,50.62945774,51.82538592,52.77097843,53.33564586
중위,초등학교,대구고산초등학교,수성구,27260,733.7252981,705.2673098,656.8840036,615.3788841,564.0840955,509.8005549,463.6696889,424.8503637,396.1059427,377.5210939,370.4210064,369.6174661,375.4309884,388.8327882,404.2170464,417.9255848,429.663256,439.2988986,446.8432293,451.1844862
중위,초등학교,대구공산초등학교,동구,27140,93.65537165,91.11520224,84.37268181,78.53782001,71.79906139,65.02669495,59.45037663,54.60525017,51.05873475,49.14992611,48.72661875,49.03518097,50.07410558,51.88030437,53.83714376,55.55815359,57.00979334,58.18422563,59.08825783,59.53969756
중위,초등학교,대구관남초등학교,북구,27230,347.3264398,308.6536353,288.5420244,271.3766506,249.243069,224.8508503,204.1855795,186.7125336,173.7179464,164.9495775,160.9889235,159.7877982,161.7741679,167.4956859,174.2870814,180.3806182,185.6345055,189.9818963,193.4140138,195.5192345
중위,초등학교,대구관문초등학교,북구,27230,998.0783067,952.2330935,886.6144326,828.2569083,757.4436391,685.3412914,624.2076004,572.2776118,534.6919014,511.3656529,502.9038024,503.2886628,512.6040703,531.1637852,551.8423669,570.1784383,585.803705,598.5648102,608.4920133,613.8644737
중위,초등학교,대구관음초등학교,북구,27230,261.9389906,222.8457599,207.2362543,195.1465106,179.8777609,162.3341318,147.2517753,134.7445708,125.2506583,118.5739822,115.9310388,115.1412915,116.2544612,120.2124004,125.1021184,129.4971188,133.2925145,136.4363859,138.9259017,140.4887031
중위,초등학교,대구관천초등학교,북구,27230,202.748311,187.1062272,174.5286641,164.3557649,150.914353,136.386078,123.9065972,113.4105465,105.6553856,100.7413551,98.74375302,98.11416836,99.33396052,102.820475,106.9186903,110.5816847,113.7299906,116.3267268,118.3714163,119.5350198
중위,초등학교,대구교동초등학교,북구,27230,214.601682,193.8679758,180.3532786,169.3351472,155.4813149,140.4394359,127.6008288,116.9991734,108.8527062,103.5563317,101.6429029,101.2683684,102.6643706,106.2950533,110.5308409,114.3142956,117.560615,120.2310537,122.3296545,123.5780171
중위,초등학교,대구교육대학교대구부설초등학교,달서구,27290,415.2397777,397.8872206,370.5940642,346.8024767,317.6777295,287.1937534,261.2613625,239.406166,223.3675711,212.9600597,208.9809087,208.7143064,212.1713328,219.7774874,228.4480519,236.1660867,242.7684428,248.1819164,252.4137071,254.8228441
중위,초등학교,대구구암초등학교,북구,27230,345.1164085,315.5429561,294.3671518,276.6829793,253.6348602,229.1888838,207.8720096,190.625593,177.4161857,168.5577715,165.0415182,164.1359214,166.400433,172.38119,179.3008095,185.4889949,190.8121946,195.1969779,198.6489198,200.6903274
중위,초등학교,대구구지초등학교,달성군,27710,485.8188016,466.9643277,435.2014676,405.6956985,370.3415614,335.088418,305.4995491,280.1495547,261.91536,250.863184,246.8072681,247.3395194,252.4255339,261.7152559,271.8446345,280.8068546,288.4250515,294.6308834,299.4408091,302.0050602
중위,초등학교,대구국우초등학교,북구,27230,297.186334,288.1908549,267.4425943,247.7172237,225.3070377,204.3072071,187.0522172,171.9556337,161.2577015,155.765276,154.5541922,156.0769916,160.144918,166.1458341,172.3139059,177.7046407,182.2246368,185.8543837,188.6202254,189.8833289
중위,초등학교,대구금계초등학교,달성군,27710,139.3132972,133.3183909,124.166237,116.2096494,106.4464785,96.23219353,87.5617596,80.24251213,74.86125969,71.41470345,70.11186897,70.0240042,71.18744834,73.74047046,76.64487811,79.22929507,81.43910909,83.25047095,84.66598375,85.46784913
중위,초등학교,대구금포초등학교,달성군,27710,100.2687495,113.2479436,104.2189362,96.48706705,88.01402254,79.93737198,73.50673464,67.63359929,63.49236185,61.84894281,61.98623198,62.86823202,64.48561038,66.80877219,69.1995624,71.27146119,72.98973828,74.35746029,75.38938619,75.78629582
중위,초등학교,대구남덕초등학교,남구,27200,228.7854018,226.0644555,210.6807718,196.7017706,179.8518853,162.7180564,148.427276,135.9092337,127.1193926,121.8623193,119.8489936,119.9745864,122.2626063,126.6785332,131.5836722,135.9279111,139.6241395,142.641878,144.9849772,146.2212132
중위,초등학교,대구남도초등학교,남구,27200,528.7233603,491.5246795,458.831376,431.3167736,395.9471958,357.5530184,324.5567235,297.0530788,276.594735,262.716537,256.7825321,255.1923414,258.4845307,267.6294487,278.418945,288.0836919,296.4075401,303.2812715,308.6998801,311.948156
중위,초등학교,대구남동초등학교,달성군,27710,212.6462541,180.4517615,167.8549977,157.5542759,144.8395642,130.8767166,118.7410431,108.724741,101.3015033,96.00097933,93.9046529,93.5232854,94.6941041,97.98197587,101.9297684,105.4656756,108.5109598,111.0234039,113.0033932,114.2022663
중위,초등학교,대구남명초등학교,남구,27200,189.9398617,174.0224829,161.5401147,150.8591882,138.1286498,125.0779562,113.9686649,104.511894,97.71970307,93.52779853,92.18521132,92.39929246,94.06961796,97.41642172,101.1806622,104.5134538,107.3490017,109.6610742,111.4572814,112.4057421
중위,초등학교,대구남부초등학교,달서구,27290,345.503607,328.0100031,305.7831951,286.3902089,262.2966854,237.0836487,215.6920326,197.6203451,184.3245155,175.8537815,172.5462794,172.1798674,174.9986147,181.2903613,188.4458991,194.8168282,200.2679973,204.7401012,208.2378482,210.2225778
중위,초등학교,대구남산초등학교,중구,27110,1038.688419,1165.545652,1081.610136,1007.333587,919.0973591,833.4678021,760.6725852,698.7269638,654.4760327,629.6136492,623.0470786,626.490259,640.0146143,663.379163,688.4554482,710.5061005,729.1388607,744.2161376,755.8268646,761.3794063
중위,초등학교,대구남송초등학교,달서구,27290,304.5360005,274.2983801,255.4812647,239.6006853,219.6615863,198.7055923,180.9455583,165.6235063,154.6884939,148.0193021,145.4667457,145.1457133,147.3926958,152.5943864,158.564534,163.872457,168.4085832,172.1295273,175.0378434,176.6046372
중위,초등학교,대구내당초등학교,달서구,27290,287.8763738,374.8433323,344.9367955,319.2560815,291.1901992,264.5722085,242.4478051,223.2744119,209.5718335,202.8418019,202.6367489,205.4492743,210.6096486,218.2220295,226.160401,233.0661049,238.8255675,243.423013,246.9096506,248.3745357
중위,초등학교,대구내서초등학교,서구,27170,230.9111346,211.7016051,197.0635388,184.2805821,168.7534549,152.586366,138.9308697,127.3317071,118.8397113,113.4902679,111.5276761,111.4969526,113.4223722,117.4932332,122.0976343,126.1891955,129.6821393,132.5411516,134.7712684,136.0186663
중위,초등학교,대구노변초등학교,수성구,27260,680.6578258,668.3668534,621.8352537,583.1475874,535.1906177,483.8155664,440.1525166,403.1110474,375.9447677,358.5874958,352.1269179,351.2869431,356.4477209,368.9773395,383.5411654,396.5187738,407.6306688,416.757892,423.9088536,427.9674956
중위,초등학교,대구노전초등학교,달서구,27290,440.0417079,392.9090579,365.6118018,343.6369417,315.4572129,284.9820656,259.0960602,237.584496,221.0265905,210.7864122,207.188445,206.3403432,209.1782356,216.5846266,225.1648107,232.8196665,239.3792454,244.7717103,249.0063564,251.4624763
중위,초등학교,대구논공초등학교,달성군,27710,192.4346029,186.936909,174.3860718,163.7416834,150.0348686,135.7503542,123.6053036,113.0868604,105.6649752,101.2272236,99.43204508,99.09623939,100.6099899,104.1726319,108.2468069,111.8689951,114.9659383,117.5081781,119.4961743,120.5429819
중위,초등학교,대구다사초등학교,달성군,27710,849.4998161,864.6796421,802.0369224,751.989264,690.6849324,624.9533363,569.2741855,521.580968,486.8308624,465.7633628,459.0806908,458.8467303,465.6247299,481.7553979,500.5006084,517.152123,531.360389,542.9967552,552.0865755,557.0080691
중위,초등학교,대구달산초등학교,북구,27230,980.3741436,918.8393676,856.8487219,802.6406314,735.3433533,664.2576088,603.8879827,553.4030446,515.6284632,490.8857226,481.0641227,479.7157283,487.3686891,504.9345153,525.017961,542.932245,558.2864076,570.9003172,580.7848369,586.5916624
중위,초등학교,대구달서초등학교,서구,27170,776.482768,728.5855355,679.6737963,636.5621797,582.8591807,526.68995,478.9989088,438.9010167,409.2157784,390.080819,382.4342375,381.4654801,387.732391,401.7433105,417.657434,431.8370358,443.9788636,453.9455053,461.7459398,466.2335181
중위,초등학교,대구달성초등학교,서구,27170,318.4828476,310.6512683,289.1691917,270.3762706,247.2633008,223.7209275,203.9684161,187.0435424,174.6852963,167.5239677,165.0922042,165.197596,168.2567893,174.3496395,181.0881098,187.0543289,192.1283543,196.2676633,199.4838108,201.1804886
중위,초등학교,대구대곡초등학교,달서구,27290,477.3647656,420.926741,393.20329,369.0294588,338.4265895,305.5606404,277.7073895,254.1105805,236.7429127,225.2461375,220.2470741,219.1236435,222.2797565,230.215956,239.4456276,247.6992426,254.7926623,260.6409043,265.2385662,267.9672484
중위,초등학교,대구대남초등학교,달서구,27290,409.6735558,372.7509903,348.2995349,326.4833646,299.1259657,270.2756561,245.4732975,224.6116793,209.5563572,199.1805879,194.5551005,193.721546,196.6584902,203.710211,211.8798934,219.1819736,225.4597677,230.6318935,234.6942882,237.0776592
중위,초등학교,대구대덕초등학교,남구,27200,222.3818492,211.8370601,197.1597276,183.9382728,168.2204822,152.1896604,138.6741082,127.1076214,118.8029346,113.5802524,111.678888,111.8714072,114.0006485,118.1229313,122.7189363,126.7931186,130.2630038,133.0953745,135.2964459,136.4970401
중위,초등학교,대구대명초등학교,남구,27200,521.1667261,524.461822,489.3495097,459.7783449,422.5316117,381.3668009,346.3236092,316.7283969,294.8920399,279.853839,273.3322078,271.6837434,275.0710904,284.7018582,296.2140208,306.536518,315.431438,322.7846871,328.5849236,332.1295518
중위,초등학교,대구대봉초등학교,남구,27200,501.5648313,462.1135999,430.9051579,405.0720366,372.0673192,336.0466323,305.2541793,279.351167,260.1774076,247.4459551,242.1819342,240.827574,243.9057601,252.4644619,262.5899231,271.6512618,279.4458352,285.8780226,290.9441297,293.9416469
중위,초등학교,대구대산초등학교,북구,27230,142.4248162,120.5632041,112.746369,106.6023143,98.189859,88.55124528,80.28858328,73.34111168,68.14157763,64.6083737,62.96542665,62.22457342,62.73450016,64.89284293,67.55702639,69.95806013,72.03836899,73.76933774,75.14528207,75.99979734
중위,초등학교,대구대서초등학교,달서구,27290,591.0520647,511.7193214,478.4968012,449.8091586,412.4596581,372.2970726,338.3509237,309.6437723,288.2282354,274.5065102,268.4926053,266.7476043,270.4590686,280.1587491,291.397016,301.450607,310.0935331,317.2244805,322.8363791,326.1568055
중위,초등학교,대구대성초등학교,서구,27170,176.5876431,161.0522743,149.9926848,140.3141738,128.6613493,116.2187835,105.6269176,96.76858703,90.19714385,85.67459612,83.88353439,83.73371012,85.0565898,88.09253089,91.6098052,94.74997519,97.44360982,99.65744083,101.3928841,102.435343
중위,초등학교,대구대실초등학교,달성군,27710,1258.992397,1198.00822,1118.074848,1045.132913,955.4697137,863.2294008,785.5514747,720.346089,671.5408857,640.5747738,628.408873,627.6562699,639.1334243,662.632975,688.7782084,712.0348088,731.907444,748.1807455,760.8806734,768.1981937
중위,초등학교,대구대진초등학교,달서구,27290,467.9653529,421.6748144,393.0605269,369.3794347,339.1395236,306.2585207,278.1768331,254.7968176,237.127175,225.5030224,220.8810474,219.7281632,222.6390652,230.513613,239.7507555,248.0135993,255.1164325,260.9719176,265.5812798,268.3298447
중위,초등학교,대구대천초등학교,북구,27230,366.7609939,338.8480528,316.0589031,297.1978096,272.9056858,246.522502,223.8158431,204.8692885,190.8040443,181.3816968,177.4644,176.4153259,178.6569038,184.945012,192.374182,199.0243124,204.748067,209.4721777,213.1947185,215.3960659
중위,초등학교,대구대청초등학교,수성구,27260,1240.530261,1205.12612,1129.742322,1065.455683,980.0044659,883.0369383,800.2478667,730.6920522,678.8997157,641.6424388,622.9700243,615.7262209,621.6682869,643.482569,670.1916164,694.3010709,715.222197,732.6436739,746.4910276,755.4378358
중위,초등학교,대구덕성초등학교,동구,27140,231.9908003,211.2579907,196.571079,183.585102,168.1353873,151.9838685,138.3550764,126.814109,118.3403832,112.8159054,110.776528,110.825214,112.7763018,116.8267904,121.4215237,125.5071119,128.9965212,131.8527747,134.0807736,135.3592606
중위,초등학교,대구덕인초등학교,달서구,27290,349.7630093,332.465998,309.364583,289.3180015,264.9038555,239.5778486,218.152682,199.9989212,186.6707688,178.3720477,175.4172989,175.4111995,178.4601472,184.8689724,192.0947534,198.5114358,203.985831,208.463466,211.9541291,213.8864461
중위,초등학교,대구도남초등학교,북구,27230,538.9879289,537.4127232,499.699847,465.3518436,425.3362797,384.615001,350.4984338,321.6916013,300.3298356,286.8326101,282.2754124,283.1675108,288.8901854,299.4586896,311.1078717,321.4284194,330.2066109,337.3579876,342.9067017,346.0268522
중위,초등학교,대구도림초등학교,달성군,27710,385.8229467,350.340508,327.6565047,308.1432259,282.908037,255.1695972,231.5297371,211.821036,196.9603219,186.7158992,182.0700239,180.6446914,182.898108,189.4143711,197.1338239,204.0665174,210.0503804,215.0037925,218.917866,221.3606753
중위,초등학교,대구도원초등학교,달서구,27290,398.223276,354.75663,331.6417662,313.2149574,288.2405918,260.1440973,236.0559417,215.6316977,200.6316235,190.6339586,186.0296425,184.1164914,185.8482356,192.2606584,200.0796105,207.1086172,213.1849829,218.2298093,222.2286061,224.6299493
중위,초등학교,대구동곡초등학교,달성군,27710,59.32432289,55.9810295,52.27562452,48.90949318,44.80610411,40.4567525,36.84373051,33.70373043,31.43977145,29.98453252,29.3571361,29.28537081,29.77386354,30.84375983,32.06701626,33.15750871,34.09110592,34.85833896,35.45854078,35.80809045
중위,초등학교,대구동덕초등학교,중구,27110,236.3807063,243.5697388,225.777183,210.3112248,192.392119,174.2687742,159.0107041,145.9149298,136.5219058,130.9070028,129.3136802,129.9538516,132.5425556,137.2867567,142.5347197,147.1661994,151.0913025,154.2790796,156.7437232,158.0154913
