id,학교명,학급 수,예측 교원 수
412,대구천내초등학교,1.0,7.343
413,대구청림초등학교,3.0,10.151
414,대구초등학교,3.0,10.151
415,대구칠곡초등학교,6.0,14.363
416,대구칠성초등학교,16.0,28.403
417,대구침산초등학교,13.0,24.191
418,대구태암초등학교,5.0,12.959
419,대구태전초등학교,2.0,8.747
420,대구태현초등학교,4.0,11.555
421,대구파동초등학교,3.0,10.151
422,대구파호초등학교,2.0,8.747
423,대구팔공초등학교,4.0,11.555
424,대구팔달초등학교,3.0,10.151
425,대구평리초등학교,11.0,21.383
426,대구포산초등학교,11.0,21.383
427,대구하빈초등학교,0.0,5.939
428,대구학남초등학교,7.0,15.767
429,대구학산초등학교,2.0,8.747
430,대구학정초등학교,6.0,14.363
431,대구한솔초등학교,11.0,21.383
432,대구한실초등학교,7.0,15.767
433,대구함지초등학교,4.0,11.555
434,대구해서초등학교,5.0,12.959
435,대구해안초등학교,1.0,7.343
436,대구현풍초등학교,3.0,10.151
437,대구호산초등학교,3.0,10.151
438,대구화남초등학교,5.0,12.959
439,대구화동초등학교,3.0,10.151
440,대구화원초등학교,4.0,11.555
441,대구황금초등학교,8.0,17.171
442,대구효동초등학교,1.0,7.343
443,대구효명초등학교,4.0,11.555
444,대구효목초등학교,4.0,11.555
445,대구효신초등학교,2.0,8.747
446,동대구초등학교,7.0,15.767
447,북대구초등학교,5.0,12.959
448,서대구초등학교,1.0,7.343
449,영신초등학교,8.0,17.171
450,효성초등학교,6.0,14.363
