id,학교명,학급 수,예측 교원 수
0,강동고등학교,15.0,40.588
1,강북고등학교,16.0,42.529
2,경덕여자고등학교,9.0,28.942
3,경명여자고등학교,13.0,36.706
4,경북고등학교,18.0,46.411
5,경북공업고등학교,15.0,40.588
6,경북기계공업고등학교,16.0,42.529
7,경북대학교사범대학부설고등학교,16.0,42.529
8,경북여자고등학교,16.0,42.529
9,경북여자상업고등학교,10.0,30.883000000000003
10,경북예술고등학교,25.0,59.998
11,경상고등학교,13.0,36.706
12,경상공업고등학교,16.0,42.529
13,경상여자고등학교,13.0,36.706
14,경신고등학교,13.0,36.706
15,경원고등학교,18.0,46.411
16,경일여자고등학교,10.0,30.883000000000003
17,경화여자고등학교,10.0,30.883000000000003
18,계성고등학교,17.0,44.47
19,대구보건고등학교,16.0,42.529
20,구암고등학교,15.0,40.588
21,능인고등학교,17.0,44.47
22,다사고등학교,8.0,27.001
23,달구벌고등학교,2.0,15.355
24,달서고등학교,8.0,27.001
25,달성고등학교,18.0,46.411
26,대건고등학교,14.0,38.647
27,대곡고등학교,16.0,42.529
28,대구고등학교,13.0,36.706
29,대구공업고등학교,20.0,50.293
30,대구공업고등학교테크노폴리스캠퍼스,3.0,17.296
31,대구과학고등학교,5.0,21.178
32,대구과학기술고등학교,13.0,36.706
33,대구관광고등학교,12.0,34.765
34,대구국제고등학교,6.0,23.119
35,대구남산고등학교,16.0,42.529
36,대구농업마이스터고등학교,7.0,25.060000000000002
37,대구달서공업고등학교,10.0,30.883000000000003
38,대구동부고등학교,16.0,42.529
39,대구상원고등학교,19.0,48.352
40,대구서부고등학교,12.0,34.765
41,대구소프트웨어마이스터고등학교,4.0,19.237000000000002
42,대구여자고등학교,19.0,48.352
43,대구여자상업고등학교,12.0,34.765
44,대구외국어고등학교,6.0,23.119
45,대구일과학고등학교,4.0,19.237000000000002
46,대구일마이스터고등학교,6.0,23.119
47,대구전자공업고등학교,13.0,36.706
48,대구제일고등학교,13.0,36.706
49,대구제일여자상업고등학교,12.0,34.765
50,대구중앙고등학교,14.0,38.647
51,대구체육고등학교,3.0,17.296
52,대구혜화여자고등학교,16.0,42.529
53,대륜고등학교,20.0,50.293
54,대원고등학교,13.0,36.706
55,대중금속공업고등학교,7.0,25.060000000000002
56,대진고등학교,14.0,38.647
57,덕원고등학교,21.0,52.234
58,도원고등학교,12.0,34.765
59,동문고등학교,16.0,42.529
60,매천고등학교,14.0,38.647
61,비슬고등학교,24.0,58.057
62,상서고등학교,20.0,50.293
63,상인고등학교,13.0,36.706
64,성광고등학교,12.0,34.765
65,성산고등학교,12.0,34.765
66,성서고등학교,13.0,36.706
67,성화여자고등학교,16.0,42.529
68,송현여자고등학교,15.0,40.588
69,수성고등학교,12.0,34.765
70,시지고등학교,22.0,54.175
71,신명고등학교,12.0,34.765
72,심인고등학교,10.0,30.883000000000003
73,영남고등학교,24.0,58.057
74,영남공업고등학교,18.0,46.411
75,영송여자고등학교,11.0,32.824
76,영신고등학교,14.0,38.647
77,영진고등학교,11.0,32.824
78,오성고등학교,11.0,32.824
79,와룡고등학교,11.0,32.824
80,운암고등학교,16.0,42.529
81,원화여자고등학교,16.0,42.529
82,정동고등학교,12.0,34.765
83,정화여자고등학교,15.0,40.588
84,조일고등학교,9.0,28.942
85,청구고등학교,15.0,40.588
86,칠성고등학교,8.0,27.001
87,포산고등학교,8.0,27.001
88,학남고등학교,17.0,44.47
89,함지고등학교,13.0,36.706
90,현풍고등학교,9.0,28.942
91,협성고등학교,10.0,30.883000000000003
92,호산고등학교,13.0,36.706
93,화원고등학교,15.0,40.588
94,효성여자고등학교,13.0,36.706
