id,학교명,학급 수,예측 교원 수
306,대구방촌초등학교,10.0,19.979
307,대구범물초등학교,4.0,11.555
308,대구범어초등학교,22.0,36.827
309,대구범일초등학교,22.0,36.827
310,대구복명초등학교,8.0,17.171
311,대구복현초등학교,32.0,50.867
312,대구본리초등학교,37.0,57.88699999999999
313,대구봉덕초등학교,22.0,36.827
314,대구봉무초등학교,29.0,46.654999999999994
315,대구북동초등학교,7.0,15.767
316,대구북부초등학교,7.0,15.767
317,대구북비산초등학교,5.0,12.959
318,대구불로초등학교,9.0,18.575
319,대구비봉초등학교,2.0,8.747
320,대구비산초등학교,9.0,18.575
321,대구비슬초등학교,43.0,66.311
322,대구사수초등학교,31.0,49.463
323,대구사월초등학교,37.0,57.88699999999999
324,대구산격초등학교,11.0,21.383
325,대구삼덕초등학교,13.0,24.191
326,대구삼영초등학교,19.0,32.614999999999995
327,대구삼육초등학교,6.0,14.363
328,대구상원초등학교,9.0,18.575
329,대구상인초등학교,15.0,26.999
330,대구새론초등학교,36.0,56.483
331,대구서도초등학교,9.0,18.575
332,대구서동초등학교,35.0,55.079
333,대구서변초등학교,13.0,24.191
334,대구서부초등학교,9.0,18.575
335,대구서재초등학교,22.0,36.827
336,대구서촌초등학교,1.0,7.343
337,대구서평초등학교,2.0,8.747
338,대구선원초등학교,9.0,18.575
339,대구성곡초등학교,10.0,19.979
340,대구성남초등학교,10.0,19.979
341,대구성당초등학교,28.0,45.251
342,대구성동초등학교,48.0,73.33099999999999
343,대구성명초등학교,8.0,17.171
344,대구성북초등학교,11.0,21.383
345,대구성산초등학교,13.0,24.191
346,대구성서초등학교,9.0,18.575
347,대구성지초등학교,11.0,21.383
348,대구세천초등학교,45.0,69.119
349,대구세현초등학교,38.0,59.291
350,대구송일초등학교,15.0,26.999
351,대구송정초등학교,27.0,43.847
352,대구송현초등학교,10.0,19.979
353,대구수성초등학교,22.0,36.827
354,대구수창초등학교,11.0,21.383
355,대구숙천초등학교,20.0,34.019
356,대구시지초등학교,8.0,17.171
357,대구신당초등학교,4.0,11.555
358,대구신매초등학교,17.0,29.807
359,대구신서초등학교,5.0,12.959
360,대구신성초등학교,12.0,22.787
361,대구신암초등학교,22.0,36.827
362,대구신월초등학교,40.0,62.099
363,대구신천초등학교,27.0,43.847
364,대구신흥초등학교,12.0,22.787
365,대구아양초등학교,7.0,15.767
366,대구안일초등학교,19.0,32.614999999999995
367,대구연경초등학교,20.0,34.019
368,대구영선초등학교,10.0,19.979
369,대구옥산초등학교,23.0,38.231
370,대구옥포초등학교,8.0,17.171
371,대구와룡초등학교,14.0,25.595
372,대구왕선초등학교,21.0,35.423
373,대구용계초등학교,12.0,22.787
374,대구용산초등학교,13.0,24.191
375,대구용전초등학교,11.0,21.383
376,대구용지초등학교,23.0,38.231
377,대구용천초등학교,54.0,81.755
378,대구용호초등학교,13.0,24.191
379,대구욱수초등학교,18.0,31.211
380,대구운암초등학교,18.0,31.211
381,대구월곡초등학교,3.0,10.151
382,대구월배초등학교,16.0,28.403
383,대구월서초등학교,33.0,52.270999999999994
384,대구월성초등학교,6.0,14.363
385,대구월암초등학교,40.0,62.099
386,대구월촌초등학교,14.0,25.595
387,대구유가초등학교,53.0,80.351
388,대구유천초등학교,25.0,41.038999999999994
389,대구율금초등학교,22.0,36.827
390,대구율원초등학교,27.0,43.847
391,대구율하초등학교,8.0,17.171
392,대구이곡초등학교,12.0,22.787
393,대구이현초등학교,2.0,8.747
394,대구인지초등학교,12.0,22.787
395,대구입석초등학교,8.0,17.171
396,대구장기초등학교,16.0,28.403
397,대구장동초등학교,33.0,52.270999999999994
398,대구장산초등학교,15.0,26.999
399,대구장성초등학교,6.0,14.363
400,대구조암초등학교,19.0,32.614999999999995
401,대구조야초등학교,1.0,7.343
402,대구종로초등학교,3.0,10.151
403,대구죽곡초등학교,22.0,36.827
404,대구죽전초등학교,10.0,19.979
405,대구중리초등학교,3.0,10.151
406,대구중앙초등학교,28.0,45.251
407,대구지묘초등학교,8.0,17.171
408,대구지봉초등학교,7.0,15.767
409,대구지산초등학교,7.0,15.767
410,대구진월초등학교,9.0,18.575
411,대구진천초등학교,14.0,25.595
412,대구천내초등학교,5.0,12.959
413,대구청림초등학교,9.0,18.575
414,대구초등학교,10.0,19.979
415,대구칠곡초등학교,17.0,29.807
416,대구칠성초등학교,44.0,67.715
417,대구침산초등학교,37.0,57.88699999999999
418,대구태암초등학교,15.0,26.999
419,대구태전초등학교,7.0,15.767
420,대구태현초등학교,11.0,21.383
421,대구파동초등학교,8.0,17.171
422,대구파호초등학교,7.0,15.767
423,대구팔공초등학교,11.0,21.383
424,대구팔달초등학교,8.0,17.171
425,대구평리초등학교,30.0,48.059
426,대구포산초등학교,30.0,48.059
427,대구하빈초등학교,2.0,8.747
428,대구학남초등학교,20.0,34.019
429,대구학산초등학교,7.0,15.767
430,대구학정초등학교,18.0,31.211
431,대구한솔초등학교,30.0,48.059
432,대구한실초등학교,21.0,35.423
433,대구함지초등학교,11.0,21.383
434,대구해서초등학교,13.0,24.191
435,대구해안초등학교,3.0,10.151
436,대구현풍초등학교,9.0,18.575
437,대구호산초등학교,10.0,19.979
438,대구화남초등학교,14.0,25.595
439,대구화동초등학교,9.0,18.575
440,대구화원초등학교,12.0,22.787
441,대구황금초등학교,23.0,38.231
442,대구효동초등학교,2.0,8.747
443,대구효명초등학교,12.0,22.787
444,대구효목초등학교,12.0,22.787
445,대구효신초등학교,6.0,14.363
446,동대구초등학교,21.0,35.423
447,북대구초등학교,13.0,24.191
448,서대구초등학교,4.0,11.555
449,영신초등학교,23.0,38.231
450,효성초등학교,16.0,28.403
