id,학교명,학급 수,예측 교원 수
430,대구학정초등학교,14.0,25.595
431,대구한솔초등학교,23.0,38.231
432,대구한실초등학교,16.0,28.403
433,대구함지초등학교,9.0,18.575
434,대구해서초등학교,10.0,19.979
435,대구해안초등학교,2.0,8.747
436,대구현풍초등학교,7.0,15.767
437,대구호산초등학교,7.0,15.767
438,대구화남초등학교,11.0,21.383
439,대구화동초등학교,7.0,15.767
440,대구화원초등학교,9.0,18.575
441,대구황금초등학교,18.0,31.211
442,대구효동초등학교,2.0,8.747
443,대구효명초등학교,10.0,19.979
444,대구효목초등학교,9.0,18.575
445,대구효신초등학교,4.0,11.555
446,동대구초등학교,16.0,28.403
447,북대구초등학교,10.0,19.979
448,서대구초등학교,3.0,10.151
449,영신초등학교,17.0,29.807
450,효성초등학교,12.0,22.787
