A.PROJ_NO,A.BLK_NO,A.LTH,A.BTH,A.HGT,A.NET_WGT,WKA_CD,DTL_ARNO_CD,IN_OUT_AREA,A.IA_NOW_P_STG,A.IA_NOW_FNDT,LOGI_CHK_DESC,LOGI_CHK_DT,LOGI_UPLOAD_DT,후공정 대기 기간,AF_CODE_DESC,IA_AF_STDT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,EXP_PRE_OUTFIT_STDT,A.IA_AF_STDT
 SN2616, K161C,12.9,13.2,2.5,39, S2,14, 사내, 내업의장,20240223,,,, 5일, 대조립(ASSEMBLY),20240228, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, K171C,9.2,13.2,2,19, UC,8, 사내, 내업의장,20240222,,,, 3일, 대조립(ASSEMBLY),20240226, R2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, S08XP,14.8,1.8,1.7,9, NA,4, 사내, 선선행중조,20240215,,,, 13일, 선행중조,20240307, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S08XS,14.8,1.8,1.7,9, NA,6, 사내, 선선행중조,20240215,,,, 13일, 선행중조,20240307, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36AP,12.7,7,1.8,0, UA,13, 사내, 내업의장,20240221,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36AS,12.7,7,1.8,0, JC,5, 사내, 내업의장,20240221,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36BP,12.7,5.2,2.3,18, NB,1, 사내, 내업의장,20240221,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36BS,12.7,5.2,2.3,18, NB,1, 사내, 내업의장,20240221,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36CP,5.2,4.7,2,7, VA,7, 사내, 내업의장,20240131,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, S36CS,5.2,4.7,2,7, VA,7, 사내, 내업의장,20240201,,,, -2일, 중조(MID ASSEMBLY),20240221, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, T150P,11.8,18.4,3,31, BNG9,1, 사외, 중국납품운송(IN),20240202,,,, 4일, 도장(Paint),20240227, GH3, 금강중공업,,
 SN2616, T150S,11.8,18.6,3,32, BNG9,1, 사외, 중국납품운송(IN),20240202,,,, 4일, 도장(Paint),20240227, GH3, 금강중공업,,
 SN2626, B20GC,34.1,36.3,4.8,0, 8QB,5, 사내, PE(PRE-ERECTION),20231229,,,, -56일, 올리기(BLOCK LIFT UP),20231229,,,,
 SN2626, B20UC,34.1,51,29.2,0, 8QC,9, 사내, PE(PRE-ERECTION),20240215,,,, 3일, 탑재(ERECTION),20240226, G3, 건조1부건조3과,,
 SN2626, E55GC,26.2,17.7,7.8,0, 8QA,5, 사내, PE(PRE-ERECTION),20240228,,,, 6일, 탑재(ERECTION),20240229, G3, 건조1부건조3과,,
 SN2626, E61GC,26.2,44.9,6.3,0, 8QC,7, 사내, PE(PRE-ERECTION),20240229,,,, 6일, 탑재(ERECTION),20240229, G3, 건조1부건조3과,,
 SN2626, Y900C,9.4,10,2.3,52, 3G,4, 사내, 도장(Paint),20240222,,,, 3일, 탑재(ERECTION),20240226, G3, 건조1부건조3과,,
 SN2627, B110P,18,13.4,2.5,34, PT2B,4, 사내, 도장(Paint),20240229,,,, 6일, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2627, B110S,18,13.4,2.5,33, 3U,2, 사내, 도장(Paint),20240306,,,, 13일, 올리기(BLOCK LIFT UP),20240307,,,,
 SN2627, B12GP,17.5,25.8,7.4,0, 3R51,7, 사내, 도장(Paint),20240305,,,, 11일, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, B12GS,17.5,25.8,7.4,0, PT2A,2, 사내, 도장(Paint),20240229,,,, 11일, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, B13GP,17.2,25.8,7.4,0, PT6,21, 사내, 도장(Paint),20240227,,,, 11일, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, B13GS,17.2,25.8,7.4,0, 3R35,3, 사내, 도장(Paint),20240228,,,, 11일, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, B180P,18.5,15.8,2.3,47, RD38,1, 사내, 도장(Paint),20240223,,,, 3일, 올리기(BLOCK LIFT UP),20240226,,,,
 SN2627, B180S,18.5,15.7,2.3,46, HB,7, 사내, 도장(Paint),20240226, 도장,20240222,20240222, 10일, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2627, B19SC,17,21.5,3.1,0, 5K,8, 사내, 도장(Paint),20240304, 선행의장,20240213,20240219, 11일, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, C380P,2,20.1,0.8,10, OA,12, 사내, 대조립(ASSEMBLY),20240116,,,, 3일, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2627, C380S,2,19.1,0.8,10, OA,12, 사내, 대조립(ASSEMBLY),20240116,,,, 3일, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2627, C390P,2,20.1,0.8,10, BNG8RD,1, 사외, 대조립(ASSEMBLY),20240116,,,, 4일, 도장(Paint),20240227, FPS, 선행도장부선행도장3과,,
 SN2627, C390S,2,19.1,0.8,10, BNG8RD,1, 사외, 대조립(ASSEMBLY),20240116,,,, 4일, 도장(Paint),20240227, FPS, 선행도장부선행도장3과,,
 SN2627, D180P,13,19.6,4.2,41, 2B8,36, 사내, 내업의장,20240201,,,, -27일, 도장(Paint),20240222, PT4, 선행도장부선행도장3과,20240127,
 SN2627, D180S,13,18.6,4.2,46, 2B7,4, 사내, 내업의장,20240201,,,, -27일, 도장(Paint),20240222, PT4, 선행도장부선행도장3과,20240127,
 SN2627, D280S,11.9,18.8,1.6,34, 3R43,12, 사내, 도장(Paint),20240307,,,, 14일, TURN OVER,20240308,,,,
 SN2627, D380P,13,20,5.3,59, PT1A,6, 사내, 도장(Paint),20240304, 선행의장,20240123,20240125, 10일, TURN OVER,20240304,,,,
 SN2627, D380S,13,19,5.3,57, 3R42,1, 사내, 도장(Paint),20240305, 선행의장,20240123,20240125, 10일, TURN OVER,20240304,,,,
 SN2627, E31GS,28.8,19.4,12.6,0, 8QB,9, 사내, PE(PRE-ERECTION),20240311,,,, 17일, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2627, E31PP,28.8,19.6,7.4,0, HSG2,1, 사외, 도장(Paint),20240208,,,, -2일, TURN OVER,20240221,,,,
 SN2627, E36GC,14.6,11.2,9.6,0, 8QC,3, 사내, PE(PRE-ERECTION),20240312,,,, 18일, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2627, E41PP,28.8,20.3,7.2,0, PT2A,8, 사내, 도장(Paint),20240229,,,, 10일, TURN OVER,20240304,,,,
 SN2627, E41PS,28.8,19.4,7.2,0, 8QB,12, 사내, PE(PRE-ERECTION),20240220,,,, -3일, 올리기(BLOCK LIFT UP),20240220,,,,
 SN2627, E460C,14.3,11,5.2,32, GC03,1, 사내, TURN OVER,20240220, 도장,20240219,20240219, -9일, PE(PRE-ERECTION),20240214, 8Q, 건조1부건조1과,,
 SN2627, E510S,11.9,23.5,7.8,50, PT4,2, 사내, 도장(Paint),20240228,,,,, TURN OVER,20240305,,,,
 SN2627, E520P,16.1,17.8,8,49, HB,4, 사내, 도장(Paint),20240220,,,,, TURN OVER,20240304,,,,
 SN2627, E520S,16.1,15.3,8,45, 3R43,1, 사내, 도장(Paint),20240304,,,,, TURN OVER,20240306,,,,
 SN2627, E53GP,29.3,14,6.8,0, HNB,3, 사내, PE(PRE-ERECTION),20240223,,,,, 도장(Paint),20240228, H, 선행도장부선행도장2과,,
 SN2627, E53GS,29.3,14,6.8,0, HNB,2, 사내, PE(PRE-ERECTION),20240223,,,,, 도장(Paint),20240228, FPS, 선행도장부선행도장3과,,
 SN2627, E611P,18.8,4.8,2,11, HZ05,21, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240222, 53A, 조립부조립3과,,
 SN2627, E611S,18.8,4.8,2,12, HZ05,21, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240220, 53C, 조립부조립3과,,
 SN2627, E621P,10.6,4.7,2.5,5, 2C9,8, 사내, 중조(MID ASSEMBLY),20240206,,,,, 대조립(ASSEMBLY),20240221, FA6, 해)조립부조립3과,,
 SN2627, E621S,10.6,4.7,2.5,4, 2C9,8, 사내, 중조(MID ASSEMBLY),20240206,,,,, 대조립(ASSEMBLY),20240222, FA6, 해)조립부조립3과,,
 SN2627, F300C,11,4.1,6.7,5, HZ05,26, 사내, 대조립(ASSEMBLY),20240131,,,,, 내업의장,20240126, DLI, 창원생산부 성화이엔지,,
 SN2627, F610P,14.7,15.5,4.7,40, 3R34,9, 사내, 내업의장,20240222,,,,, 도장(Paint),20240228, SKP, 건화공업(성포),20240219,
 SN2627, F610S,14.7,15.5,4.7,40, 3R34,10, 사내, 내업의장,20240222,,,,, 도장(Paint),20240228, SKP, 건화공업(성포),20240220,
 SN2627, F630C,9.7,27.4,7.3,42, OFD,1, 사내, 내업의장,20240201, 선행의장,20240203,20240222,, 도장(Paint),20240304, SKP, 건화공업(성포),,
 SN2627, H110P,18.7,13.3,6.3,36, JCH,1, 사외, 중국납품운송(IN),20240214,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2627, H110S,18.7,13.3,6.3,37, JCH,1, 사외, 중국납품운송(IN),20240214,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2627, H180P,20.1,11,6.6,29, HA,5, 사내, 도장(Paint),20240226,,,,, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2627, H180S,20.1,11,6.6,29, PT4,1, 사내, 도장(Paint),20240304,,,,, 올리기(BLOCK LIFT UP),20240305,,,,
 SN2627, H310P,18,9.9,2.6,36, HZ04,2, 사내, 도장(Paint),20240130, 선행의장,20231222,20231222,, TURN OVER,20240311,,,,
 SN2627, H310S,18,9.9,2.6,36, 3R43,2, 사내, 도장(Paint),20240304, 선행의장,20231222,20231222,, TURN OVER,20240311,,,,
 SN2627, H510P,18,5.9,2.7,18, KB,2, 사내, 도장(Paint),20240219,,,,, 올리기(BLOCK LIFT UP),20240313,,,20240126,
 SN2627, H510S,18,5.9,2.7,18, 3Q,1, 사내, 도장(Paint),20240228,,,,, 올리기(BLOCK LIFT UP),20240313,,,20240126,
 SN2627, S110S,18,19.2,3.3,55, HNE,12, 사내, 중국납품운송(IN),20240214,,,,, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2627, S120P,17.5,21.8,3.3,75, HNB,1, 사내, 중국납품운송(IN),20240214,,,,, 도장(Paint),20240223, FPS, 선행도장부선행도장3과,,
 SN2627, S120S,17.5,21.8,3.3,75, HNE,2, 사내, 중국납품운송(IN),20240214,,,,, 도장(Paint),20240226, FPS, 선행도장부선행도장3과,,
 SN2627, S130P,17.2,24.4,3.3,85, 3R34,1, 사내, 대조립(ASSEMBLY),20240205, 선행의장,20240220,20240222,, 내업의장,20240221, 3J, 선행의장부선행의장1과,,
 SN2627, S130S,17.2,24.4,3.3,85, 3R34,7, 사내, 내업의장,20240219, 선행의장,20240219,20240222,, 도장(Paint),20240223, FPS, 선행도장부선행도장3과,,
 SN2627, S18GP,18.5,19.2,6.8,0, 2B8,41, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240305, H, 선행도장부선행도장2과,,
 SN2627, S18GS,18.5,19.2,6.8,0, 2B8,42, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240305, 3K, 선행도장부선행도장1과,,
 SN2627, S390P,17,14.1,3.3,51, 3M,16, 사내, 대조립(ASSEMBLY),20240220, 조립,20240220,20240220,, 내업의장,20240223, 3J, 선행의장부선행의장1과,20240221,
 SN2627, T210S,27,21.6,2,76, HNB,1, 사내, 도장(Paint),20240220,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2627, W820P,21.6,3.9,2.1,15, 3N,4, 사내, 내업의장,20240221, 선행의장,20240221,20240222,, 도장(Paint),20240326, SKP, 건화공업(성포),,
 SN2627, W820S,12,12,12,13, 3N,5, 사내, 내업의장,20240221, 선행의장,20240221,20240222,, 도장(Paint),20240306, SKP, 건화공업(성포),,
 SN2634, A110P,5.3,4.2,10.5,16, HND,14, 사내, 내업의장,20240221,,,,, 도장(Paint),20240328, FPS, 선행도장부선행도장3과,,
 SN2634, A211P,19.4,14.1,9.1,122, 3R38,3, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240304, 53A, 조립부조립3과,,
 SN2634, A211S,19.4,14.1,9.1,129, HNE,16, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240304, 53C, 조립부조립3과,,
 SN2634, A212S,19.3,9.5,7,50, HZ02,12, 사내, 내업의장,20240215,,,,, 대조립(ASSEMBLY),20240304, 53C, 조립부조립3과,,
 SN2634, A311P,13.1,5.9,4.4,18, OFD,1, 사내, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240229, 53A, 조립부조립3과,,
 SN2634, A311S,13.1,5.9,4.4,17, OFD,1, 사내, 내업의장,20240201,,,,, 대조립(ASSEMBLY),20240227, 53C, 조립부조립3과,,
 SN2634, A312P,6.4,5.8,1.9,8, OFD,1, 사내, 내업의장,20240125,,,,, 대조립(ASSEMBLY),20240229, 53A, 조립부조립3과,,
 SN2634, A312S,6.4,5.8,1.9,8, OFD,1, 사내, 내업의장,20240126,,,,, 대조립(ASSEMBLY),20240227, 53C, 조립부조립3과,,
 SN2634, A313P,5.4,15.3,3.6,20, BNG9,1, 사외, 내업의장,20240201,,,,, 대조립(ASSEMBLY),20240229, 53A, 조립부조립3과,,
 SN2634, A313S,5.4,15.3,3.6,16, BNG9,1, 사외, 내업의장,20240201,,,,, 대조립(ASSEMBLY),20240227, 53C, 조립부조립3과,,
 SN2634, E231P,6.4,1.7,1.1,4, 2C9,8, 사내, 내업의장,20240207,,,,, 대조립(ASSEMBLY),20240222, FB6B, 해)조립부조립3과,,
 SN2634, E231S,6.4,1.7,1.1,4, 2C9,8, 사내, 내업의장,20240207,,,,, 대조립(ASSEMBLY),20240222, FB6A, 해)조립부조립3과,,
 SN2634, E233P,9.5,9.2,2.9,17, 2C9,8, 사내, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240222, FB6B, 해)조립부조립3과,,
 SN2634, E233S,9.5,9.2,2.9,17, 2C9,8, 사내, 내업의장,20240129,,,,, 대조립(ASSEMBLY),20240222, FB6A, 해)조립부조립3과,,
 SN2634, E521P,5.1,11.2,3,11, PS2,3, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240304, 3A1, 조립부조립4과,,
 SN2634, E521S,5.1,11.2,3,11, PS2,3, 사내, 내업의장,20240220,,,,, 대조립(ASSEMBLY),20240306, 3A1, 조립부조립4과,,
 SN2634, E524S,5.1,7.1,4.5,5, PS2,3, 사내, 내업의장,20240222,,,,, 대조립(ASSEMBLY),20240306, 3A1, 조립부조립4과,,
 SN2634, F11AP,14.7,5.5,2.4,25, P0BAY,1, 사내, 선행중조,20240227,,,,, 중조(MID ASSEMBLY),20240308, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2634, F11AS,14.7,5.5,2.4,25, P0BAY,1, 사내, 선행중조,20240227,,,,, 중조(MID ASSEMBLY),20240308, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2634, M110P,10,21.9,6,83, SGO,11, 사내, 선행의장(OUTFITTING),20240227,,,,, 도장(Paint),20240222, SGH, 선실부선실2과,,
 SN2634, M110S,10,21,6,78, SGO,15, 사내, 선행의장(OUTFITTING),20240227,,,,, 도장(Paint),20240222, SGH, 선실부선실2과,,
 SN2634, M120P,12.9,18.9,6,68, SGO,7, 사내, 선행의장(OUTFITTING),20240228,,,,, 도장(Paint),20240223, SGH, 선실부선실2과,,
 SN2634, M120S,12.9,19.3,6,60, SGO,4, 사내, 선행의장(OUTFITTING),20240228,,,,, 도장(Paint),20240223, SGH, 선실부선실2과,,
 SN2634, M210P,10.1,19.7,3.5,54, BNG9,1, 사외, 선행의장(OUTFITTING),20240306,,,,, 도장(Paint),20240229, SGH, 선실부선실2과,,
 SN2634, M210S,10.1,19.6,3.5,55, BNG9,1, 사외, 선행의장(OUTFITTING),20240306,,,,, 도장(Paint),20240229, SGH, 선실부선실2과,,
 SN2634, M220P,11.6,17.5,3.5,34, SGO,8, 사내, 선행의장(OUTFITTING),20240307,,,,, 도장(Paint),20240304, SGH, 선실부선실2과,,
 SN2634, M220S,11.6,17.4,3.5,34, SGO,15, 사내, 선행의장(OUTFITTING),20240307,,,,, 도장(Paint),20240304, SGH, 선실부선실2과,,
 SN2634, M310P,21.7,17.6,3.4,63, SGO,3, 사내, 선행의장(OUTFITTING),20240312,,,,, 도장(Paint),20240307, SGH, 선실부선실2과,,
 SN2634, M310S,21.7,17.6,3.4,59, SGO,2, 사내, 선행의장(OUTFITTING),20240312,,,,, 도장(Paint),20240307, SGH, 선실부선실2과,,
 SN2634, M410P,21.7,17.8,3.6,63, DB,2, 사내, 선행의장(OUTFITTING),20240315,,,,, 도장(Paint),20240312, SGH, 선실부선실2과,,
 SN2634, S11AP,20.8,5.4,2.7,25, PS2,5, 사내, 내업의장,20240221,,,,, 중조(MID ASSEMBLY),20240227, 61A, 조립부조립1과,20240221,
 SN2634, S11AS,20.8,5.4,2.7,25, PS2,6, 사내, 내업의장,20240221,,,,, 중조(MID ASSEMBLY),20240227, 61A, 조립부조립1과,20240221,
 SN2637, A118S,11.7,1.8,1.8,22, OBI3,4, 사외, 중조(MID ASSEMBLY),20240131,,,,, 대조립(ASSEMBLY),20240214, 67A, 조립부조립1과,,
 SN2637, E22AP,9.8,3.9,4.6,9, N0BAY,1, 사내, 선행중조,20240221,,,,, 중조(MID ASSEMBLY),20240221, C4, [가상]전략생산팀(가공그룹)조립3과,,
 SN2637, E22AS,9.8,3.9,4.6,9, N0BAY,1, 사내, 선행중조,20240221,,,,, 중조(MID ASSEMBLY),20240221, P4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2637, E43AC,14.4,3.3,3.3,17, PS2,26, 사내, 선행중조,20240214,,,,, 중조(MID ASSEMBLY),20240228, 66A, 조립부조립1과,,
9999, 4134C,10,10,4,, 2B8,66, 사내,,,,,,,,,,,,
9999, 4150C,10,10,4,, 2B8,35, 사내,,,,,,,,,,,,
9999, 4153C,10,15,4,, 2C9,5, 사내,,,,,,,,,,,,
9999, 4156C,10,10,4,, 2B8,35, 사내,,,,,,,,,,,,
9999, 4157C,10,10,4,, 2C9,8, 사내,,,,,,,,,,,,
9999, 4158C,10,10,4,, 2B8,55, 사내,,,,,,,,,,,,
9999, 4163C,10,10,4,, 2C9,6, 사내,,,,,,,,,,,,
9999, 5156C,10,10,4,, 2B8,6, 사내,,,,,,,,,,,,
9999, 5157C,10,10,4,, 2B8,6, 사내,,,,,,,,,,,,
9999, 5159C,10,10,4,, 2C9,4, 사내,,,,,,,,,,,,
9999, 5161C,10,10,4,, 2B6,2, 사내,,,,,,,,,,,,
9999, 5163C,10,10,4,, 2C9,4, 사내,,,,,,,,,,,,
9999, 5164C,10,10,4,, 2C9,4, 사내,,,,,,,,,,,,
9999, 7204C,10,10,4,, 2C9,3, 사내,,,,,,,,,,,,
9999, 8123C,10,10,4,, 2C9,7, 사내,,,,,,,,,,,,
9999, 8125C,10,10,4,, 2B8,45, 사내,,,,,,,,,,,,
9999, 8126C,10,10,4,, 2C9,8, 사내,,,,,,,,,,,,
9999, 8127C,10,10,4,, 2C9,8, 사내,,,,,,,,,,,,
9999, 8129C,10,10,4,, 2B8,66, 사내,,,,,,,,,,,,
9999, 8130C,10,10,4,, 2B8,45, 사내,,,,,,,,,,,,
9999, 10 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 101 돔쉘터,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 102 돔쉘터,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 103 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 104 돔쉘터,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 105 돔쉘터,10,10,12,, BNG9RD,1, 사외,,,,,,,,,,,,
9999, 106 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 107 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 108 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 14 돔쉘터,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 37 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 39 돔쉘터,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 41 돔쉘터,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 8002 캐리어,17,21,12,, HSG2,1, 사외,,,,,,,,,,,,
9999, 9002 캐리어,20,30,12,, HSG2,1, 사외,,,,,,,,,,,,
9999, 9003 캐리어,30,20,12,, DK1,1, 사외,,,,,,,,,,,,
9999, 9999 러더대차,10,10,12,, 3B,7, 사내,,,,,,,,,,,,
9999, 9999 정반,18,18,12,, 3UN,1, 사내,,,,,,,,,,,,
9999, 9999 정반,18,18,12,, 3UN,2, 사내,,,,,,,,,,,,
9999, 9999 정반,18,18,12,, 3UN,3, 사내,,,,,,,,,,,,
9999, 9999 정반,18,18,12,, 3UN,4, 사내,,,,,,,,,,,,
9999, 9999 정반,18,18,12,, 3UN,6, 사내,,,,,,,,,,,,
9999, 9999 정반,10,10,12,, 3L,10, 사내,,,,,,,,,,,,
9999, 강재류,10,10,4,, 11BAY,1, 사내,,,,,,,,,,,,
9999, 강재류,10,10,4,, 3R46,1, 사내,,,,,,,,,,,,
9999, 강재류,15,15,12,, GA,1, 사내,,,,,,,,,,,,
9999, 강재류,10,10,4,, VA,12, 사내,,,,,,,,,,,,
9999, 기타,42,15,12,, UF,7, 사내,,,,,,,,,,,,
9999, 기타,15,38,12,, PT2A,10, 사내,,,,,,,,,,,,
9999, 기타,20,30,12,, PT2A,10, 사내,,,,,,,,,,,,
9999, 기타,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 기타,55,20,12,, HNE,39, 사내,,,,,,,,,,,,
9999, 기타,10,10,12,, HZ06,2, 사내,,,,,,,,,,,,
9999, 돔쉘터,10,10,4,, 3D,2, 사내,,,,,,,,,,,,
9999, 러더대차,10,10,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 러더대차,6,6,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 러더대차,10,10,4,, PS2,9, 사내,,,,,,,,,,,,
9999, 러더스톡,10,10,4,, 3G,4, 사내,,,,,,,,,,,,
9999, 부재류,20,20,12,, FA,2, 사내,,,,,,,,,,,,
9999, 부재류,10,35,12,, OA,4, 사내,,,,,,,,,,,,
9999, 부재류,25,30,12,, OA,15, 사내,,,,,,,,,,,,
9999, 부재류,45,25,12,, OA,2, 사내,,,,,,,,,,,,
9999, 부재류,10,60,12,, OB,13, 사내,,,,,,,,,,,,
9999, 부재류,27,18,12,, UE,9, 사내,,,,,,,,,,,,
9999, 부재류,55,18,12,, UE,3, 사내,,,,,,,,,,,,
9999, 부재류,20,20,12,, VA,1, 사내,,,,,,,,,,,,
9999, 의장류,20,10,12,, UB,10, 사내,,,,,,,,,,,,
9999, 의장류,22,10,12,, UB,8, 사내,,,,,,,,,,,,
9999, 장비류,7,35,12,, VB,12, 사내,,,,,,,,,,,,
9999, 장비류,25,10,12,, UF,1, 사내,,,,,,,,,,,,
9999, 장비류,15,15,12,, OC,1, 사내,,,,,,,,,,,,
9999, 장비류,15,15,12,, OE,1, 사내,,,,,,,,,,,,
9999, 장비류,8,8,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 전계장,10,10,4,, 3R38,6, 사내,,,,,,,,,,,,
9999, 정반,13,20,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,4,, 3R38,3, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,12,, HZ06,2, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,12,, HNE,30, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,12,, HNB,11, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,4,, HNB,9, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,4,, HNB,11, 사내,,,,,,,,,,,,
9999, 진수용WEIGHT,10,10,4,, OFD,1, 사내,,,,,,,,,,,,
9999, 천막,10,10,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 천막,18,12,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 천막,18,15,12,, BNG9,1, 사외,,,,,,,,,,,,
9999, 천막,12,18,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 천막,12,18,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 천막,18,15,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 캐리어,15,15,12,, BNG8,1, 사외,,,,,,,,,,,,
9999, 캐리어,10,10,4,, 3R46,1, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,4,, 3C,13, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,4,, 3M,2, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,4,, HNB,1, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,12,, HZ02,16, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,12,, HZ02,16, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,12,, OE,3, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,4,, OE,2, 사내,,,,,,,,,,,,
9999, 캐리어,10,10,12,, VA,12, 사내,,,,,,,,,,,,
9999, 캐리어,20,60,12,, VA,3, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,4,, OFD,1, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,4,, UB,5, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, UE,20, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, SGB,1, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, SGB,1, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, S2,6, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, OC,6, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, OC,8, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, OD,27, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,12,, DA,12, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2B8,43, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2B7,23, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2B7,53, 사내,,,,,,,,,,,,
9999, 타워크레인,5,5,4,, 2D,1, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2P2,12, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2P3,22, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2P5,2, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2P7,12, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 2P6,2, 사내,,,,,,,,,,,,
9999, 타워크레인,10,10,12,, 8QB,16, 사내,,,,,,,,,,,,
