출생년도,예측 교원 수,CRU,학급 수
2023,283.931,9921.0,198.0
2024,267.083,9317.0,186.0
2025,254.44699999999997,8886.0,177.0
2026,234.79099999999997,8152.0,163.0
2027,220.75099999999998,7698.0,153.0
2028,205.307,7138.0,142.0
2029,194.075,6701.0,134.0
2030,185.65099999999998,6433.0,128.0
2031,178.63099999999997,6182.0,123.0
2032,161.783,5587.0,111.0
2033,146.33899999999997,5001.0,100.0
2034,129.49099999999999,4401.0,88.0
2035,119.66299999999998,4082.0,81.0
