출생년도,예측 교원 수,CRU,학급 수
2023,455.219,9921.0,320.0
2024,427.139,9317.0,300.0
2025,407.483,8886.0,286.0
2026,373.787,8152.0,262.0
2027,354.13100000000003,7698.0,248.0
2028,328.859,7138.0,230.0
2029,309.20300000000003,6701.0,216.0
2030,296.567,6433.0,207.0
2031,285.335,6182.0,199.0
2032,258.659,5587.0,180.0
2033,231.98299999999998,5001.0,161.0
2034,203.903,4401.0,141.0
2035,189.86299999999997,4082.0,131.0
