출생년도,예측 교원 수,CRU,학급 수
2023,295.163,9921.0,206.0
2024,278.315,9317.0,194.0
2025,265.67900000000003,8886.0,185.0
2026,243.21499999999997,8152.0,169.0
2027,230.57899999999998,7698.0,160.0
2028,213.73099999999997,7138.0,148.0
2029,201.09499999999997,6701.0,139.0
2030,194.075,6433.0,134.0
2031,185.65099999999998,6182.0,128.0
2032,168.80299999999997,5587.0,116.0
2033,151.95499999999998,5001.0,104.0
2034,133.703,4401.0,91.0
2035,125.279,4082.0,85.0
