출생년도,예측 교원 수,CRU,학급 수
2023,469.259,9921.0,330.0
2024,441.179,9317.0,310.0
2025,421.52299999999997,8886.0,296.0
2026,386.423,8152.0,271.0
2027,365.363,7698.0,256.0
2028,338.687,7138.0,237.0
2029,319.031,6701.0,223.0
2030,306.395,6433.0,214.0
2031,295.163,6182.0,206.0
2032,267.083,5587.0,186.0
2033,239.003,5001.0,166.0
2034,210.92299999999997,4401.0,146.0
2035,196.88299999999998,4082.0,136.0
