출생년도,예측 교원 수,CRU,학급 수
2023,561.9229999999999,9921.0,396.0
2024,528.227,9317.0,372.0
2025,504.359,8886.0,355.0
2026,463.643,8152.0,326.0
2027,436.967,7698.0,307.0
2028,406.079,7138.0,285.0
2029,382.211,6701.0,268.0
2030,366.767,6433.0,257.0
2031,352.727,6182.0,247.0
2032,319.031,5587.0,223.0
2033,286.739,5001.0,200.0
2034,253.04299999999998,4401.0,176.0
2035,234.79099999999997,4082.0,163.0
