출생년도,예측 교원 수,CRU,학급 수
2023,414.503,9921.0,291.0
2024,390.635,9317.0,274.0
2025,372.383,8886.0,261.0
2026,341.495,8152.0,239.0
2027,323.243,7698.0,226.0
2028,299.375,7138.0,209.0
2029,282.527,6701.0,197.0
2030,271.295,6433.0,189.0
2031,260.063,6182.0,181.0
2032,236.19499999999996,5587.0,164.0
2033,212.32699999999997,5001.0,147.0
2034,187.05499999999998,4401.0,129.0
2035,174.41899999999998,4082.0,120.0
