출생년도,예측 교원 수,CRU,학급 수
2023,486.10699999999997,9921.0,342.0
2024,456.623,9317.0,321.0
2025,435.563,8886.0,306.0
2026,400.463,8152.0,281.0
2027,377.999,7698.0,265.0
2028,351.323,7138.0,246.0
2029,330.263,6701.0,231.0
2030,316.223,6433.0,221.0
2031,304.991,6182.0,213.0
2032,275.507,5587.0,192.0
2033,247.427,5001.0,172.0
2034,217.94299999999998,4401.0,151.0
2035,202.499,4082.0,140.0
