출생년도,예측 교원 수,CRU,학급 수
2023,328.859,9921.0,230.0
2024,309.20300000000003,9317.0,216.0
2025,295.163,8886.0,206.0
2026,271.295,8152.0,189.0
2027,257.255,7698.0,179.0
2028,239.003,7138.0,166.0
2029,223.55899999999997,6701.0,155.0
2030,215.135,6433.0,149.0
2031,206.71099999999998,6182.0,143.0
2032,187.05499999999998,5587.0,129.0
2033,168.80299999999997,5001.0,116.0
2034,149.147,4401.0,102.0
2035,137.915,4082.0,94.0
