출생년도,예측 교원 수,CRU,학급 수
2023,611.0629999999999,9921.0,431.0
2024,574.559,9317.0,405.0
2025,547.8829999999999,8886.0,386.0
2026,502.955,8152.0,354.0
2027,474.875,7698.0,334.0
2028,441.179,7138.0,310.0
2029,414.503,6701.0,291.0
2030,397.655,6433.0,279.0
2031,382.211,6182.0,268.0
2032,345.707,5587.0,242.0
2033,310.607,5001.0,217.0
2034,274.103,4401.0,191.0
2035,254.44699999999997,4082.0,177.0
