출생년도,예측 교원 수,CRU,학급 수
2023,344.303,9921.0,241.0
2024,324.647,9317.0,227.0
2025,309.20300000000003,8886.0,216.0
2026,283.931,8152.0,198.0
2027,268.487,7698.0,187.0
2028,250.23499999999999,7138.0,174.0
2029,234.79099999999997,6701.0,163.0
2030,224.963,6433.0,156.0
2031,216.539,6182.0,150.0
2032,196.88299999999998,5587.0,136.0
2033,175.82299999999998,5001.0,121.0
2034,156.16699999999997,4401.0,107.0
2035,144.93499999999997,4082.0,99.0
