출생년도,예측 교원 수,CRU,학급 수
2023,372.383,9921.0,261.0
2024,349.919,9317.0,245.0
2025,333.071,8886.0,233.0
2026,306.395,8152.0,214.0
2027,289.547,7698.0,202.0
2028,268.487,7138.0,187.0
2029,253.04299999999998,6701.0,176.0
2030,243.21499999999997,6433.0,169.0
2031,233.38699999999997,6182.0,162.0
2032,212.32699999999997,5587.0,147.0
2033,189.86299999999997,5001.0,131.0
2034,167.39899999999997,4401.0,115.0
2035,156.16699999999997,4082.0,107.0
