출생년도,예측 교원 수,CRU,학급 수
2023,307.799,9921.0,215.0
2024,289.547,9317.0,202.0
2025,276.911,8886.0,193.0
2026,254.44699999999997,8152.0,177.0
2027,240.40699999999998,7698.0,167.0
2028,223.55899999999997,7138.0,155.0
2029,209.51899999999998,6701.0,145.0
2030,201.09499999999997,6433.0,139.0
2031,194.075,6182.0,134.0
2032,175.82299999999998,5587.0,121.0
2033,157.571,5001.0,108.0
2034,139.319,4401.0,95.0
2035,129.49099999999999,4082.0,88.0
