출생년도,예측 교원 수,CRU,학급 수
2023,362.555,9921.0,254.0
2024,340.091,9317.0,238.0
2025,324.647,8886.0,227.0
2026,299.375,8152.0,209.0
2027,282.527,7698.0,197.0
2028,262.871,7138.0,183.0
2029,246.02299999999997,6701.0,171.0
2030,236.19499999999996,6433.0,164.0
2031,227.771,6182.0,158.0
2032,206.71099999999998,5587.0,143.0
2033,185.65099999999998,5001.0,128.0
2034,163.18699999999998,4401.0,112.0
2035,151.95499999999998,4082.0,104.0
