출생년도,예측 교원 수,CRU,학급 수
2023,302.183,9921.0,211.0
2024,283.931,9317.0,198.0
2025,271.295,8886.0,189.0
2026,248.831,8152.0,173.0
2027,234.79099999999997,7698.0,163.0
2028,217.94299999999998,7138.0,151.0
2029,205.307,6701.0,142.0
2030,196.88299999999998,6433.0,136.0
2031,189.86299999999997,6182.0,131.0
2032,171.611,5587.0,118.0
2033,154.76299999999998,5001.0,106.0
2034,136.511,4401.0,93.0
2035,126.68299999999999,4082.0,86.0
